Timestamp,hexa-netbotz1.physics.wisc.edu 5335a-Temp-Rb-Lab           
2018-04-27T09:00:00-05:00,69.08
2018-04-27T09:30:00-05:00,69.1401
2018-04-27T10:00:00-05:00,69.35
2018-04-27T10:30:00-05:00,69.3203
2018-04-27T11:00:00-05:00,69.3492
2018-04-27T11:30:00-05:00,69.8342
2018-04-27T12:00:00-05:00,70.0111
2018-04-27T12:30:00-05:00,70.1006
2018-04-27T13:00:00-05:00,70.2796
2018-04-27T13:30:00-05:00,70.3444
2018-04-27T14:00:00-05:00,70.0856
2018-04-27T14:30:00-05:00,70.107
2018-04-27T15:00:00-05:00,70.2857
2018-04-27T15:30:00-05:00,70.25
2018-04-27T16:00:00-05:00,70.286
2018-04-27T16:30:00-05:00,70.1357
2018-04-27T17:00:00-05:00,70.1605
2018-04-27T17:30:00-05:00,70.34
2018-04-27T18:00:00-05:00,70.1858
2018-04-27T18:30:00-05:00,70.1606
2018-04-27T19:00:00-05:00,70.2501
2018-04-27T19:30:00-05:00,70.3111
2018-04-27T20:00:00-05:00,70.37
2018-04-27T20:30:00-05:00,70.34
2018-04-27T21:00:00-05:00,70.34
2018-04-27T21:30:00-05:00,70.2737
2018-04-27T22:00:00-05:00,70.1905
2018-04-27T22:30:00-05:00,70.2202
2018-04-27T23:00:00-05:00,70.16
2018-04-27T23:30:00-05:00,70.16
